Symbol	logFC	P.Value
SCARNA22	0.139987918	0.759694658
ALMS1P	0.070946337	0.759933994
ADAM15	0.046567468	0.760013349
OR56A3	0.221133847	0.760605239
SYCP2L	0.133987982	0.760576069
GHDC	-0.067602482	0.761078238
PDZRN4	-0.207842807	0.761135194
PRB1	-0.061980327	0.761597735
PPP5C	0.116679565	0.761803091
FADS6	0.080249722	0.761907015
DEK	0.057630978	0.761963284
SULT1A3	0.077605488	0.762060484
FGF23	0.089239771	0.762107839
KIR2DL4	-0.094420741	0.762371426
TOR1AIP1	-0.063669954	0.762801162
KRT76	-0.111332082	0.763412088
CPB2	0.095691143	0.763520318
SPINK5L2	-0.091888688	0.763876761
P2RY13	-0.155611709	0.76396172
SMARCA1	0.170699786	0.764290255
CYorf15A	0.212283062	0.764454471
CFD	-0.128667708	0.764504166
OR6B3	0.090542836	0.764550485
TSC1	-0.048254912	0.764730191
PPFIA1	-0.057828108	0.764777131
FANCB	0.172950967	0.76510703
ANKRD21	0.200986619	0.765207987
LOC100170939	-0.057468146	0.765297823
BSPH1	0.131800317	0.765235672
NCRNA00200	0.179050461	0.76547771
EIF4G2	0.045933768	0.765559702
LOC552889	-0.06775791	0.765673592
PTPN13	-0.180088081	0.765768739
C11orf35	0.17875292	0.766319305
SIGLEC12	0.090043541	0.766323966
GPR42	-0.112039731	0.766699782
SOST	0.150801547	0.766767359
CHRNA2	0.106321481	0.767087281
CDK5R1	-0.095806174	0.767251473
NOXO1	-0.091250896	0.767609508
PPHLN1	-0.041391566	0.767698836
VPS28	-0.037883264	0.767950565
MANBA	-0.038188446	0.768009003
ARHGAP30	-0.035478556	0.768284844
GDA	-0.25520353	0.768464479
SLC17A7	-0.134911114	0.768846227
TMEM149	-0.074563442	0.768945883
GTF2A1L	0.053207049	0.769631562
CCDC132	-0.079610911	0.769644272
C22orf34	-0.097264232	0.769897653
C19orf12	-0.081142052	0.769876109
TNC	-0.173136224	0.770205695
ZDHHC9	0.137831312	0.770212366
LYN	-0.03248327	0.770632822
ABL2	-0.166919492	0.770612983
IL1R2	0.110023815	0.770863625
KCNMA1	-0.15354231	0.770905296
DPM3	0.03806407	0.771396578
LOC728006	-0.101508421	0.771622021
CD5L	0.184142058	0.77199683
PGM5P2	0.157809063	0.771939214
CACNG8	0.146850435	0.772305433
RNF144	0.052178504	0.77246729
GABRR1	-0.127877886	0.772810496
TTTY19	-0.074528083	0.7727827
MAPT	-0.238965863	0.773061027
TNNI1	-0.228993573	0.773308916
CCDC89	-0.148118493	0.773980848
LAS1L	-0.053996088	0.773969667
SLAMF7	-0.102147628	0.774796467
ANGPT2	0.17567781	0.775041072
GPR135	0.069665636	0.775550239
CT47A1	0.124509458	0.775683523
NCR2	-0.078020944	0.776131987
LOC402176	-0.187880654	0.776270514
WDR74	-0.112881847	0.77672104
GPSM1	0.118380107	0.776822052
C21orf90	0.115426066	0.777121141
SNAP23	0.034591402	0.777159833
FLJ20489	-0.03573654	0.777220156
CENPV	0.073375462	0.777275999
SHPRH	-0.110298368	0.777628117
C17orf101	0.063440912	0.77763177
BRP44L	-0.034720142	0.777881397
EXOSC6	0.041687034	0.778014205
OTX2	0.072792757	0.778190095
MYO1H	0.082175995	0.778190813
NR4A3	-0.12184591	0.778888622
NFKB2	-0.07749938	0.778861625
OR52B4	0.126640083	0.779231606
SOX1	-0.317714072	0.779348091
SPN	0.057014232	0.779862831
MAMDC4	-0.076340126	0.779900674
ADPRHL1	-0.216053074	0.780140959
CACHD1	0.114485954	0.780258512
CAPN10	-0.146178031	0.780425868
ZNF76	-0.031253788	0.780527338
FAM101A	0.065773047	0.780762277
CRBN	0.06985653	0.780826381
RCL1	-0.072944764	0.780919673
SLC2A4	0.061694884	0.781038536
CCDC148	-0.273994937	0.781475763
ECM1	-0.091651602	0.781527408
RAB3A	0.121335658	0.781933265
SPDYA	-0.091532498	0.782115647
RPS29	-0.02879359	0.782736617
XRN2	0.051790762	0.782705041
FUNDC1	0.07085769	0.783013692
SCG5	0.17921008	0.783034966
TRAF7	0.108148772	0.783745059
OMA1	0.083291826	0.783788326
GRIK4	-0.12947732	0.784952079
XPO7	-0.103472777	0.785009952
C3AR1	0.086290403	0.785385088
AOAH	0.085768692	0.785541932
SLC22A18AS	0.170293334	0.786103681
RHOV	-0.125762735	0.786158607
ERI3	0.11744296	0.786214725
CNTN4	-0.17007393	0.786263749
KLKP1	-0.058565145	0.786440841
ODAM	-0.220791925	0.786554651
TULP4	-0.084814646	0.786749801
SLC29A1	-0.091259634	0.786828452
NME5	-0.21945135	0.786990109
RETN	-0.254735479	0.787162222
LARP7	-0.073294664	0.787733432
TMTC3	0.06932178	0.78777381
POU3F1	-0.113810317	0.78801358
FAM83B	-0.111248837	0.787992387
SPAG11B	0.080508955	0.788556185
FLJ44635	-0.142287334	0.788529195
PEX14	0.116403914	0.788721354
C21orf87	-0.082067977	0.78877705
PALM2	0.15347971	0.789157482
BRD8	0.05538524	0.789226108
RTKN2	-0.164471657	0.789806892
MRPL55	-0.077297634	0.789779442
XKR3	0.203102666	0.790470142
CUX2	-0.202601375	0.790676111
GIGYF2	0.096914737	0.791006377
ENTPD3	0.103711005	0.791057531
HECTD2	0.050332721	0.791465041
TUBG1	0.090307316	0.791718612
PCDHAC2	-0.072894729	0.791881732
PTCHD3	0.16862805	0.791929046
SSX5	0.118330077	0.792554914
AGXT2L1	0.16058424	0.792556462
FGL1	-0.262156724	0.792915377
VNN3	-0.145821824	0.792872505
HSFY2	0.073258481	0.793644809
ZNF282	0.06323847	0.793722338
SLC7A13	-0.158405048	0.794303463
DNER	-0.242395918	0.794278062
OR51F2	-0.260504542	0.794386052
REG4	0.214902051	0.794447724
OR1J4	-0.114446498	0.79471985
JPH1	0.204672545	0.794731607
DYNC2LI1	0.079402992	0.795272391
NUF2	0.081848041	0.795466684
USP4	0.054893964	0.795607049
WNT5A	-0.161789702	0.795688448
NRP2	-0.205343141	0.795902075
HSF4	-0.19048815	0.796011943
OXNAD1	-0.095479155	0.796318752
FBXO32	-0.166685327	0.796605266
LOC653620	0.079071444	0.797079723
HS6ST2	0.060573453	0.797251961
SNX6	0.102147941	0.797763559
LYPD5	-0.133706418	0.797761996
C1QTNF6	0.079804936	0.798244346
TMEM72	0.059287921	0.798356216
PPP1R16A	-0.053576612	0.798795504
C7orf29	0.100791973	0.798910474
NCAM2	0.106726487	0.79939648
ETFDH	-0.040868678	0.799455
LOC643896	0.048654992	0.799964207
PPP2R1B	0.100188525	0.800052515
MTP18	-0.104482275	0.800952089
MAMLD1	-0.167005378	0.800943355
MAF	-0.135685874	0.801380565
HMGB1L1	-0.054346999	0.801512626
LGALS9	0.041495612	0.801787489
FAM134B	0.149375217	0.801778436
ZNF619	0.159699471	0.802284996
NDUFA10	-0.039821048	0.802285506
GAS7	-0.180685902	0.802562851
43435	0.164331699	0.80279795
IL12B	-0.161409682	0.803039926
BOP1	0.097374644	0.803051268
DPRX	-0.166485015	0.803482375
DCXR	0.061232448	0.803441755
SEC24B	-0.146778085	0.803799499
PCBP4	0.075063496	0.8038011
C10orf4	-0.045211578	0.803943055
CYP2C9	0.081007423	0.804073469
ZNF416	0.125175834	0.804187076
C11orf10	0.025956398	0.804370971
LOC729338	0.06784635	0.804897174
ZNF74	-0.074742444	0.805097696
FKRP	-0.087422521	0.805570733
MARVELD2	-0.15919131	0.805587202
TEPP	0.061059007	0.806003235
KIR2DS5	0.098785233	0.806337062
PIN1L	-0.150749815	0.806588523
CDC37	0.02442403	0.806673372
C2orf90	0.082767936	0.807195331
PTPN6	0.04094363	0.807240774
G0S2	0.176849067	0.807560839
ZNF323	0.176092111	0.807729372
LCE4A	-0.084343213	0.807831574
TADA3	-0.042450886	0.808018874
ZNF200	-0.167913221	0.808164467
C4orf10	-0.077535632	0.808191991
PHF12	0.04125206	0.808811782
WDR16	0.082734904	0.808888697
DIDO1	-0.065101672	0.809110623
PLXNA4	-0.231488038	0.80913742
S100A13	-0.140363227	0.809502252
C9orf114	0.064562704	0.809679892
GPR112	-0.08489209	0.809877479
GJC1	-0.111072607	0.809988923
TMEM108	-0.102141194	0.81035197
PRAMEF16	-0.180982374	0.810420357
PCDHA9	0.099027651	0.810804071
CBLL1	0.041538796	0.810704105
PASD1	-0.179915976	0.811017131
PHYHIPL	0.138718289	0.811126061
WDFY3	0.1198985	0.811677528
DLK2	0.117703724	0.811679219
LOC158572	0.07824133	0.812155964
PLA2R1	0.231680865	0.812455229
GABRA1	0.071412612	0.812692469
WFIKKN1	-0.125738689	0.812634314
TRAT1	-0.073114863	0.813032881
SNHG6	0.043581918	0.813003596
KIAA0773	0.09770619	0.813273594
COL15A1	-0.202337668	0.813357381
LYVE1	-0.185420174	0.813637645
DHRS2	0.105312283	0.813652972
ADAL	-0.09044623	0.813774057
KLK2	0.192873562	0.813848601
CXXC5	-0.029204724	0.814206455
C9orf6	0.058020412	0.814339765
OPRM1	-0.141773937	0.814871968
GALNT10	-0.067380619	0.814907958
VPS13C	0.057142242	0.815335596
KLRC3	-0.199775358	0.815381857
LIMS3	0.04708121	0.815912924
NOD2	-0.225043248	0.8160523
DNAJB9	-0.050864178	0.81628701
MDK	-0.121140405	0.816308993
OPA3	-0.06990186	0.816978683
ETV5	-0.087651994	0.816926275
EHBP1L1	-0.052171662	0.816843797
AQP7P2	-0.082266495	0.817000154
GPR128	-0.073022149	0.817283708
MAML1	0.069302222	0.817420473
ST3GAL3	-0.045140204	0.817704226
ALDOC	0.047450136	0.817674143
NLRP9	-0.162098127	0.818191371
ATP1A3	0.081240167	0.818243111
LCE1C	0.180052087	0.818446185
MLL5	-0.073843512	0.81886263
DUSP27	0.060136382	0.819218616
HIST1H2AG	-0.150700626	0.819272218
MYO1C	-0.130694086	0.819531619
SFRP2	-0.085374685	0.819584751
RGL3	-0.075388614	0.819986047
IER3	0.054452894	0.820039844
CDCA7	0.037076426	0.820638947
NSMCE1	0.041068758	0.820688098
KCNA6	0.068942884	0.820916233
NETO1	-0.145429152	0.820969764
C18orf26	-0.06902273	0.821155071
KLF14	-0.0495806	0.821203032
ASPM	-0.083235546	0.821750512
CDH19	-0.042768276	0.821719463
RNF141	0.084687586	0.82218493
PRKCABP	-0.027562238	0.822281295
FFAR1	-0.076818304	0.822682468
SLC34A2	-0.068843225	0.822662094
IL17A	-0.130793816	0.823245569
ZNF382	-0.143882135	0.823207125
CMC1	-0.095586346	0.823635048
CD248	-0.148038469	0.823671024
MRPL3	0.05654495	0.8243158
ZBTB26	0.113698475	0.824239152
RPS29	0.021078752	0.824266208
F7	-0.063289196	0.824371995
KRT25	-0.083540941	0.824737731
DLG3	0.071152478	0.824764844
SLC12A6	-0.076938048	0.825070381
PGBD2	0.122847798	0.825129512
PDCD1	0.097923964	0.825207546
ODZ3	-0.250980658	0.825307091
MDH1	0.035649666	0.82575311
FRYL	0.044918394	0.825827933
DHODH	-0.11087974	0.826283948
EGFLAM	-0.171351996	0.826517764
NPAS1	0.096946206	0.826980811
RPS8	0.04098516	0.827102203
SNORD59B	-0.061869094	0.828480414
ARSI	-0.125265305	0.828566932
ZFAND3	-0.082788037	0.828908834
LILRA3	-0.088357161	0.828970587
MTFR1	-0.139971756	0.829303836
OSBPL6	0.103774779	0.829614754
C1D	-0.029042303	0.830139815
COL4A3BP	-0.024030024	0.830203973
UPF3B	0.060968532	0.830640025
PDLIM3	0.156812352	0.830800921
FBXW7	0.026725642	0.831157844
OTOF	0.062496654	0.831239408
GART	-0.065905719	0.831594107
CAV2	-0.079401914	0.831655856
BCR	0.030120138	0.83179484
NEURL1B	0.053981072	0.831828339
TLR8	0.074608503	0.832348808
SLC13A4	-0.111639551	0.832317645
SYCP1	0.147145352	0.832674893
SERPINA5	0.077589385	0.832744851
ITIH1	0.093675523	0.833170555
CXorf40B	-0.053142616	0.833268543
BBOX1	-0.147609227	0.833939125
LOC401720	-0.169705702	0.83391852
ZNF167	0.128545194	0.834327641
MAF	0.033205458	0.834381739
BSX	-0.09811516	0.834802092
C1orf190	-0.140254918	0.834918407
BCKDHB	0.042421928	0.835188558
AQP9	0.099698709	0.835204659
ALOX15	0.052481449	0.836219497
NID2	0.127115804	0.836286141
EIF3D	-0.020409662	0.836406313
RUNDC3A	-0.152620013	0.83642739
CILP	-0.10859421	0.836731898
ZSWIM4	0.033889972	0.836661937
TAAR9	-0.072848039	0.837082708
H2BFWT	-0.050773462	0.837166711
FILIP1L	-0.15652477	0.837552867
FAM179A	0.21468823	0.837547368
METTL6	0.046908114	0.838143033
OSBPL10	0.086672061	0.838149531
DAD1L	-0.060656966	0.838574907
DYRK1A	0.03562312	0.838632587
GPR153	0.077478704	0.83955931
MAP1LC3A	-0.092602866	0.840000538
ZNF747	-0.053574904	0.840196222
TYMP	-0.07785057	0.840260177
PPP4C	0.02576719	0.840577148
ATP6V0A4	0.087057341	0.840702362
PSMB1	0.039534358	0.840975577
EXT2	0.033269966	0.841024808
PPP4R4	0.056441422	0.841572377
METT11D1	-0.140272013	0.841563159
CDC42SE1	0.073834223	0.842178381
LRRC26	0.133219657	0.84228249
C22orf42	0.046105967	0.842620256
GLT8D1	-0.083841289	0.842593815
ERC1	0.117367871	0.843473402
WBSCR27	-0.132803591	0.843439011
PEX16	0.032887584	0.843693306
ZNF397	0.095040278	0.843798864
SLC12A2	-0.062649478	0.844044093
B9D1	-0.08513181	0.844094959
NACC1	0.078260021	0.844827227
POLR2I	-0.040853634	0.845085993
PPFIA3	-0.070847154	0.845577562
ZNF41	-0.102273715	0.845640804
MARVELD3	0.132606959	0.845844559
DHRSX	-0.066209814	0.845920566
LOC100133920	-0.113727359	0.846579696
CLCNKB	-0.080774167	0.84666961
SIPA1L1	-0.055404873	0.847036428
FLNA	-0.071326857	0.847219372
C8ORFK36	-0.133044465	0.847412739
RAP1GAP	-0.165827064	0.847481658
ANGPTL4	-0.068639404	0.84785186
ZBTB46	-0.057204322	0.84788466
OGFR	0.01996975	0.84809134
BCL2	-0.10249824	0.848154957
ZNF503	-0.15689059	0.848598891
NCOA6IP	0.066894967	0.848688687
NLRP2	0.066316536	0.848953421
ZSCAN5A	-0.113501125	0.849256415
MNS1	-0.11349509	0.849555024
CYP4F2	-0.106525064	0.849742997
SCXB	0.049558487	0.850087361
OBFC1	-0.028792718	0.85042155
TOR1A	0.04310592	0.851025904
MEI1	0.061921272	0.851005313
WDR40A	0.038354322	0.851564021
ASAP1	0.03265875	0.851662282
LPPR3	-0.126321924	0.851878402
SYT9	0.162762633	0.852156553
PLAC4	-0.094592156	0.852459593
COL4A3	-0.122929456	0.852575669
DULLARD	0.041664904	0.852484077
GFRA1	-0.096186457	0.852781087
NFKB2	0.073658293	0.85298167
ANKRD56	0.093655863	0.853043442
SGPP2	0.042076739	0.853598253
PGM2L1	0.139626588	0.853676499
CHST13	0.078886332	0.854149961
FAM124A	0.098295969	0.85434328
TRIM7	-0.061272511	0.854787567
MUC15	-0.121052757	0.854907553
ADCY3	0.039970424	0.85538083
GMPPB	-0.08511773	0.855596755
TAS2R19	0.117046453	0.855879481
CORT	0.092786925	0.855981822
ARHGAP6	0.061007402	0.856366023
RALGDS	0.017268212	0.856810435
SCRN3	-0.095789892	0.856862028
C1orf51	0.119533544	0.856907239
KIAA0082	0.070631883	0.857053175
ZNF804B	-0.109351731	0.857355024
TTTY7	0.098631634	0.857743785
METTL11A	-0.056498174	0.857802978
C6orf165	-0.077340951	0.858443681
43167	0.110241894	0.858457332
PRELID2	0.064459407	0.858662256
C9orf135	-0.107415735	0.858874609
XDH	-0.122840464	0.858946645
GAPDHS	0.050831801	0.859152597
SLC25A29	-0.029939106	0.859333106
APBB1	-0.097982006	0.859381912
PCDH11X	-0.126538727	0.859522799
C2orf83	-0.056071095	0.859615999
UBE2QP2	0.066598472	0.860080921
RRAD	0.096083385	0.860186533
CNKSR2	0.05713089	0.860400921
CCR3	0.05673935	0.860512202
ZNF79	0.135643033	0.860705023
HCFC1R1	0.028351114	0.860896895
GPR182	0.053555083	0.8613945
GPR83	-0.122151876	0.861474935
PRDM16	-0.122793902	0.861709234
KCNJ2	-0.071124565	0.861764655
SLC30A9	0.032267074	0.861882839
PAPPA2	0.031627646	0.861996609
NPTX2	0.074041185	0.8625432
DMD	-0.121385511	0.862710839
DNM1L	0.060348446	0.863184847
CFHR3	0.023121221	0.863272288
OR51G1	-0.097282696	0.863710354
C6orf154	-0.097217052	0.863825908
CDCA7L	-0.032819798	0.863837469
GRIK2	-0.038063738	0.864099878
RASSF4	0.114302887	0.864207468
CHAC1	0.097783803	0.864342038
KCNH1	0.04107191	0.864631896
TRIM33	-0.057792444	0.864587469
CKMT1B	0.121982456	0.865243315
ZNF547	-0.088300917	0.865298241
ARHGAP17	-0.05455837	0.865699279
C1orf113	0.042869945	0.865661941
ICA1	-0.02783969	0.866389305
RAB27A	-0.159998986	0.866607497
SLC40A1	0.067169682	0.867058615
GHRHR	0.101848532	0.867311249
FCGR1B	-0.087280978	0.867668472
ABCA10	-0.126001357	0.867730611
FANCD2	0.075270969	0.86802054
CHRM2	0.066583439	0.868015356
FAM151B	0.058811718	0.868294271
VENTXP1	0.062390664	0.86826818
ZNF93	0.043458696	0.868670579
ITGB8	-0.115575276	0.868584787
INTS12	0.039340288	0.868955831
ZNF41	-0.126152077	0.868921537
OR51L1	0.085713473	0.86904293
PMF1	0.020389018	0.869323421
PROP1	-0.052671162	0.869856314
C19orf50	0.031910358	0.870006995
ZMYND15	0.102590012	0.870271599
MAEL	0.044523779	0.870195682
C17orf42	0.057415961	0.87061293
RHBDF2	-0.038453935	0.87080439
LOC100192379	-0.07978568	0.871054365
FLJ10357	0.087480437	0.871328133
UTY	0.060283869	0.871444531
SAA1	0.050799363	0.871447385
EHMT2	-0.026827632	0.871946444
YSK4	-0.075083035	0.872243493
ANXA1	-0.094198074	0.872391695
SLC16A2	0.152378141	0.872472712
B3GALNT1	-0.067949427	0.87270567
P2RX2	-0.05008379	0.87270655
NTN5	0.081527406	0.873018239
C1orf86	0.046036438	0.873153727
FIGF	-0.046242979	0.873522636
SNRNP200	-0.025443806	0.873572577
ESPNL	-0.065583279	0.873779356
NUP62	-0.02837294	0.873789592
CNGB1	-0.034644406	0.874084116
ALOX15B	-0.151950204	0.87415919
NEDD9	-0.061962416	0.874459156
C11orf1	-0.020806262	0.87444116
DAZL	0.037514485	0.874997078
PPP1CA	-0.04302072	0.875026917
CLIP2	-0.061251061	0.875436734
WFDC9	-0.106809278	0.875475393
POU3F3	0.060951694	0.8759073
SELENBP1	-0.05305402	0.875953798
OR1Q1	-0.095594443	0.876409281
BEYLA	-0.03179284	0.876378148
MCOLN3	-0.058689341	0.876944947
C10orf85	0.050639214	0.877090177
NDFIP2	0.099709157	0.877342693
XCL1	0.035166829	0.877365794
KMO	-0.05417455	0.877740403
SFMBT1	0.048257131	0.877718669
LPPR5	0.091320893	0.878218567
WWP2	0.078483995	0.878235445
PIK3R3	-0.054785502	0.878639764
LRRC19	0.05649968	0.878634204
C1orf125	0.121768685	0.878984623
ADAM12	0.043454718	0.879089219
ANKRD17	0.025714812	0.879789501
LYPLA2P1	-0.039268065	0.879848806
LANCL1	0.054062676	0.880091047
C14orf167	0.088242775	0.880178888
INSL3	-0.025029662	0.88056389
ATG4A	0.064709312	0.880710195
ADAMDEC1	-0.091875036	0.881165471
OR6C75	-0.074913736	0.881163673
MYOD1	0.062577076	0.881630513
CHRM5	0.089259735	0.881636493
C10orf35	0.101916522	0.88181278
GAL3ST1	0.131488401	0.881823784
MTMR8	0.058192868	0.882125244
SLCO1A2	-0.112019383	0.882214038
PPM1E	-0.124032114	0.882921502
KRTAP12-1	0.099206454	0.88297433
SPIRE2	0.076907715	0.883403225
NXT1	-0.014391216	0.883488906
KLF17	-0.07654226	0.883658507
TNK2	-0.057997564	0.88353515
PCDH11X	-0.103483841	0.884061192
GPIHBP1	-0.05645643	0.884260553
PPP1R1C	0.038005751	0.884640921
LRIG1	0.074963367	0.884649579
AP4B1	0.017058194	0.885184352
HIVEP1	-0.02657153	0.88526134
ATF3	0.05642416	0.885444347
FLJ16165	-0.106239085	0.885539719
CACNA1S	-0.103883503	0.886038598
IMPG1	-0.017678628	0.886188137
SF3B4	0.032201182	0.886673148
USH2A	-0.047330533	0.88712551
YPEL1	-0.018378372	0.887325883
STYX	0.02671141	0.88735644
TACR1	-0.082885121	0.887474317
BRWD1	0.024018064	0.88750382
MARK2	0.051840526	0.887715812
NCRNA00112	0.02568862	0.887660773
TUBB1	0.111893578	0.88826555
FBXL14	-0.02824084	0.888275005
SEMA4B	0.043075976	0.88897166
PEG10	-0.140073012	0.889225435
AKT1S1	0.060243757	0.889625515
A4GALT	-0.037282418	0.889654429
ZNF77	0.086412917	0.890408217
TRIM39	0.045352928	0.890643823
SPAG5	-0.045053196	0.890975175
LIG4	0.077925054	0.891068232
RAD54L	-0.042349998	0.891384219
PLAGL2	-0.02159934	0.891434364
MYF5	-0.028526444	0.89164857
OR4K17	-0.072663522	0.89178413
F13A1	0.098474982	0.89228136
ST6GALNAC4	0.023340838	0.892555738
SHARPIN	-0.053896353	0.89301246
PAK4	0.064492001	0.893085393
HAX1	-0.050968866	0.893498896
C16orf35	-0.029114596	0.89347907
ABHD7	0.052177538	0.894036607
CACNA2D3	-0.1121646	0.894067849
GALNT12	-0.048881466	0.894376322
PCNT	-0.014957742	0.89444023
APEX2	-0.063195874	0.89530129
AP2A1	0.035130456	0.89528266
SOX2	-0.046635652	0.896441398
HHLA2	0.036952316	0.89649638
ZNF833	0.037611547	0.897137771
KBTBD4	0.038097868	0.897584068
CHRND	0.067835438	0.898264848
PALM2-AKAP2	0.028048641	0.898412058
HRASLS2	0.04092903	0.898764297
TMEM159	-0.05516483	0.898848296
CARD17	-0.048541161	0.899282577
JCLN	-0.024171925	0.89937153
ADORA1	0.031737621	0.899875932
ZNF626	0.063490273	0.899901393
FGL1	0.07991102	0.90031459
MED24	0.03373725	0.900412784
RNASE10	-0.069039614	0.901162715
MYADM	-0.043343508	0.901312772
AMELY	-0.036165006	0.901777814
INADL	-0.06410552	0.901928242
KRTAP20-2	-0.090352106	0.902410128
SSX4B	-0.067330815	0.902614335
CACNA1G	0.052373459	0.902850921
CXorf26	0.02053231	0.903081691
FER1L3	0.071416057	0.903291744
C16orf78	0.023235412	0.903260882
FOXK2	-0.067948392	0.903453574
MINPP1	0.044007547	0.90354263
PLN	-0.046201672	0.903978763
OPRL1	-0.073945959	0.904073536
NTN3	-0.037358133	0.904426142
TMEFF1	0.053115455	0.904451315
GLRA1	0.052501522	0.904850879
MGC70857	0.040847118	0.905039362
GJB2	-0.078525483	0.905157959
GPR83	0.075187719	0.905214073
C6orf165	0.054092672	0.905593225
GABRA4	0.040943756	0.905576251
SNORA39	-0.055909654	0.905821629
PAK7	-0.069493994	0.90615316
CKAP5	0.040685186	0.906385255
BAIAP2L2	-0.037345234	0.906334818
TEAD1	-0.079493124	0.906570623
C1R	-0.08091948	0.906561948
ZNF365	-0.085605366	0.907402714
BEND3	0.0350834	0.907404482
DUSP27	0.031957305	0.907462701
TIMM23	-0.012132322	0.907550116
CLLU1	-0.081965972	0.908088895
MRAP2	0.067806932	0.908112889
EIF4B	0.010154362	0.908538333
FAM96A	-0.030898682	0.90865972
HTRA4	0.039095129	0.908991636
ZNF560	-0.101731152	0.909022162
IMPG2	0.041302298	0.909266897
NOBOX	-0.034158849	0.909267109
RNU105A	0.01394315	0.909541903
NRK	-0.035019295	0.909682498
ZNF433	0.0464277	0.909980252
FZD9	-0.086069424	0.910192114
RPRML	-0.051433906	0.910395423
CD180	-0.045975725	0.910707759
NR3C2	-0.026868048	0.910933522
LOC388503	0.08086835	0.911080964
TIMM22	0.02137842	0.911548635
KCNQ4	0.030259525	0.911528897
WASF1	-0.042855308	0.911774241
CTSE	0.087821423	0.911698296
SOS1	-0.041998456	0.911998157
ABHD3	-0.023416872	0.912021233
IL24	-0.02170786	0.912320062
SPARCL1	-0.085363534	0.91252638
SLC2A9	0.038971532	0.912861959
NDRG4	-0.046949208	0.913119819
SLITRK2	-0.031492747	0.913331222
NAP1L4	0.01211478	0.913632644
SERPINB6	-0.0127587	0.91398066
MAF1	-0.049374664	0.91398818
CRYAA	0.04093471	0.914547769
CYP4F3	0.063006945	0.914520562
SIGLEC11	-0.030690974	0.914800143
OR10Z1	0.04465696	0.914889972
ASB17	0.050288116	0.915130686
GPRC6A	0.09754331	0.915136516
NHLRC2	0.048641852	0.915323074
SAR1B	0.031086826	0.915345558
ATP1A1	0.018375172	0.915538262
ACVRL1	0.08786086	0.915508619
C6orf134	-0.031142282	0.915825587
PTGER3	0.039422308	0.91593497
TBPL2	-0.023079068	0.916266418
SIK3	-0.013098634	0.916264284
FXYD3	0.039975388	0.916498279
ALAD	0.039554121	0.916471165
FAM75A5	0.050977809	0.916786678
ZNF607	-0.030109281	0.916851459
COPE	0.027126276	0.917088017
NDRG4	-0.049034751	0.91716324
SNORD7	0.037675765	0.917301574
CNRIP1	0.034469018	0.917404181
MS4A6A	-0.08864464	0.917693911
GNA12	-0.040372233	0.917847322
RPTOR	-0.031772035	0.918692461
PSG2	-0.066792225	0.918687726
SPINK7	-0.083799772	0.919072736
FAM9C	-0.081780461	0.919115665
PSG1	-0.039091858	0.919309046
MAGEE1	-0.025704531	0.91965882
SMPDL3B	0.061533926	0.920287204
CAV3	-0.026273742	0.920296006
UCN	-0.038090328	0.920358729
MBTD1	-0.016663564	0.920432829
PCGF6	-0.019519238	0.920885514
PNMA5	-0.050747311	0.921224593
KCNH6	0.045847865	0.92143531
NTN4	-0.019797246	0.921549901
CYB5D1	-0.025654916	0.922384126
GTF2I	-0.0168219	0.922431304
