gene,log2FC,pvalue
LOC283387,0.222525089,0.531123616
ZNF585B,0.135188631,0.276040848
CRNDE,0.423161094,0.512005455
LOC101927480,0.423161094,0.512005455
LOC100129931,1.896929646,0.123537869
LINC00593,-0.079029298,0.94800834
PCAT29,-0.079029298,0.94800834
LINC02202,-1.664631044,2.14E-15
RAD51-AS1,0.296809277,0.214371513
NSMCE1-DT,1.223052288,0.123596131
SNHG6,0.010024807,0.932450078
LINC01184,-0.011922066,0.93189717
LOC645513,0.359418885,0.117585397
LOC101928725,-0.677738587,0.375800817
RAB30-DT,0.149218038,0.649649701
NUDT16P1,0.008114428,0.992923321
LOC100287015,0.175894308,0.585152959
LOC100507053,-0.336656773,0.004974266
LOC286059,0.08240742,0.955927217
KCTD21-AS1,0.802580573,0.044932911
LINC01550,0.0178923,0.988471143
CASC8,-1.691210733,0.204913472
UBR5-AS1,-0.426672557,0.147884243
SBF2-AS1,-1.088809805,0.001289734
LOC101928053,0.574223363,0.358182061
LOC645485,0.406465246,0.729509128
EXTL3-AS1,1.366282321,0.140715445
LACTB2-AS1,0.433865506,0.520483094
PPM1K-DT,-0.604670113,0.621423843
LINC00968,-2.051243454,8.37E-37
FZD4-DT,-0.696216513,0.333098206
LINC002481,-0.617025161,0.69388691
LINC02288,-0.19187678,0.866614209
UBE2D3-AS1,-0.299949397,0.479290423
LOC389641,-0.150649332,0.79854766
CACNA1C-AS1,1.281373392,0.075359895
PICART1,-0.38552633,0.656040561
LINC00535,0.003167001,0.994553951
H2AFJ,-0.770530051,4.04E-10
MGC16275,0.39559119,0.548008119
RGMB-AS1,1.555335087,6.54E-12
LOC106699570,-0.654237454,0.457678325
STARD4-AS1,0.515526123,0.016002678
UBAP1L,0.297834266,0.371764542
SOCS2-AS1,-0.128463484,0.778377559
PGAM5,-0.296320552,0.062090195
BAALC-AS1,-0.91187391,0.001145665
MIR210HG,-0.364317656,0.182723619
LINC01252,0.446617575,0.237223862
LOC102546294,0.181616273,0.845071613
LOC400541,-0.203566393,0.328169863
UBL7-AS1,0.474362621,0.311312188
ZBED5-AS1,0.162492561,0.461862622
DNAJC3-DT,0.081429451,0.852637141
CARS-AS1,0.823829568,0.602108613
GPRC5D-AS1,0.410618219,0.240522703
MIR4458HG,0.159023092,0.484103208
OIP5-AS1,-0.223646986,0.014576617
CKMT2-AS1,0.624461321,0.015165133
SPTY2D1OS,-0.68259946,0.263268925
TWF2,-0.136384153,0.416401319
CPEB2-DT,0.078118678,0.939295048
MARS2,-0.454183087,0.143222626
LRP4-AS1,-0.284240976,0.781363758
STX18-AS1,0.264147051,0.434689086
USP51,0.978879138,0.00021941
LOC257396,0.748505202,0.001852308
NR2F2-AS1,-0.058360605,0.819772894
TMEM161B-AS1,0.222204962,0.300198242
SEC24B-AS1,0.248787424,0.587216074
LINC00926,-0.503893267,0.147907513
NRAV,0.420193732,0.04246539
FAM13A-AS1,-0.551947701,0.216241823
UBA6-AS1,0.180584037,0.414056108
LOC100132813,-0.085615651,0.94883597
DPH6-DT,0.785451149,0.080071292
BCKDHA,-0.394530369,0.85541695
ADH1C,-1.104271575,3.11E-12
OCIAD1-AS1,0.258483755,0.868905474
FLJ12825,0.746569223,0.627222795
TRIM52-AS1,-0.175113206,0.459651902
LOC105371814,0.240427061,0.105927592
MEF2C-AS1,0.74334204,0.451750182
LUCAT1,-0.933734371,0.608557887
CDK11B,-0.09016483,0.301325956
LINC00504,-0.212795672,0.899076532
FAM198B-AS1,-0.247922369,0.159743986
LINC01197,-0.986635826,0.305569458
SEMA6A-AS1,0.456869303,0.664569812
PCDHGB8P,-0.355005026,0.796933537
DDX11L9,-0.033269014,0.946853343
PCP4L1,1.628391214,0.288319319
ABHD14A,0.133771791,0.4859109
SRP14-AS1,0.17591241,0.379945323
ANP32C,1.937934453,0.368706522
STIMATE-MUSTN1,-0.485070024,0.634391501
DSTNP2,0.368954766,0.205121681
OXCT1-AS1,-0.787503913,0.548802023
ALG1L9P,0.606869694,0.355354066
LINC02102,0.728080491,0.330708541
CCDC153,0.019728985,0.966928587
LOC102724596,2.058543289,0.204422479
LINC01948,0.684737211,0.594095041
ACTN3,-0.556416051,0.733058893
C8orf34-AS1,-0.124836719,0.864134701
USP46-AS1,-0.356349744,0.176417573
C5orf17,-0.389889637,0.778201659
HHIP-AS1,0.035726987,0.939313315
FAM138E,1.30008525,0.080620572
FMN1,0.294162219,0.073489311
LOC100507291,0.930669957,0.019478987
CLMAT3,-0.067550956,0.935703828
FAM138D,1.487503877,0.06469882
ZNF436-AS1,0.394496161,0.041410116
LINC02362,-1.473715398,0.352427358
HAUS5,0.635835211,0.000157246
TMEM150C,-1.023692755,0.003520879
LOC101929095,-0.62037735,0.59585775
LOC100506444,-2.168209995,0.064727019
UGDH-AS1,0.055070469,0.86220987
LOC101928858,-5.092763197,1.01E-05
CASC11,1.155102971,0.442117407
LINC01060,1.159605145,0.614866274
LOC105375095,-0.456012423,0.744507097
NAIP,0.366448422,0.016735005
ZNF286B,0.45902385,0.007928316
LINC01091,-0.188140244,0.807128329
ZNF324B,0.261490892,0.259619426
LOC285638,-1.009940812,0.361868175
MIR302CHG,-1.70229103,0.267858542
LOC100129917,0.044325767,0.899970478
LINC00942,-0.363471113,0.748416744
LOC101929577,0.361490666,0.787322343
NOP14-AS1,0.339718335,0.02455805
THEGL,0.39161085,0.508075816
SRD5A3-AS1,-0.181074904,0.616316813
ZNF564,-1.588112754,0.3065328
LOC101929109,0.340648318,0.775048638
FER1L5,0.635705543,0.311308318
LINC01265,-0.223742571,0.697424214
LINC00964,-0.708791947,0.670589446
VCAN-AS1,0.928735159,0.293964062
LINC02021,0.539654648,0.443375128
PVT1,-0.088291785,0.729472342
PDCD6,-0.22583349,0.011774735
LOC284865,0.880173517,0.476351119
GOLGA8K,0.419372539,0.200891494
GBA3,-2.39786172,0.07855856
TMEM158,0.597983379,0.000640115
SLC7A11-AS1,2.011585459,0.023100209
YJEFN3,-0.205869311,0.473123818
LOC101929340,-0.813251534,0.581677513
CACNA1G-AS1,-0.115298276,0.927725507
LOC101929141,0.078379384,0.820295167
LOC100506142,0.547133194,0.324009433
PCDHA10,-0.805672741,0.496271913
LOC101927359,-0.372183107,0.816518598
LOC105371824,1.638662227,0.078325037
RDH10-AS1,0.240946633,0.525120502
LOC283140,0.194297075,0.336623237
TRMT9B,0.107587791,0.443665933
ZNF718,0.082888491,0.723489361
SMIM20,0.097348809,0.453527307
LOC105377623,1.030569193,0.157726434
PURPL,0.708485631,0.06736665
LOC101927124,-0.367610064,0.664401
HOXC-AS1,-2.452765338,0.246556896
CHCHD10,0.111755851,0.644755976
FAM218A,0.929521246,0.112713112
CDK3,0.095868276,0.901021978
LINC02701,1.506099459,0.22579629
GPR162,0.199768843,0.291239611
LINC01303,0.342161844,0.823148605
ATP6V1E2,0.009315563,0.970891766
GLI4,0.043907359,0.764135147
LOC339874,-0.136171776,0.87591347
SELENOP,-0.483109372,7.36E-08
LINC02381,0.043718415,0.84754049
LOC105369187,0.05869097,0.909005763
SNHG18,0.123882208,0.308418482
ZBED3-AS1,0.817722517,0.190545369
EXOC1L,0.634923788,0.593439491
EPHA5-AS1,-0.131209787,0.921755263
METTL21EP,0.092888001,0.940120609
LOC102724776,0.667858984,0.692054991
GLUD1P3,0.050552539,0.871991034
SNHG21,0.184528983,0.814645002
THAP9-AS1,-0.079815154,0.521729443
LOC101929709,-0.09662387,0.727973398
LOC100128494,0.09986483,0.866025499
TMEM92-AS1,-0.020398061,0.959325262
ZNF674,0.118560537,0.50577501
LINC00923,-0.294346904,0.8680605
ZNF345,-0.188816914,0.396858625
RFPL4B,2.381590413,0.259759174
LINC02228,-0.201640912,0.637248315
ALG1L2,0.056753381,0.918259381
LINC02384,-2.500367829,0.016061868
LOC101929710,0.326051781,0.519825407
SHANK3,0.530486485,0.039536028
LOC101928865,2.059190634,0.224717167
WWC2-AS2,0.535458379,0.325723263
LOC100506258,-0.370380302,0.210920988
ZNF550,0.197708708,0.279820081
LINC02615,0.529787373,0.106018544
RASGRF2-AS1,0.006097192,0.99652167
RPL32P3,0.089736781,0.564852844
FOXD1,0.0744594,0.922405308
LINC00605,-0.179332129,0.872981265
MALAT1,0.031222443,0.793045791
LINC02482,-0.186515329,0.782350505
ABCA11P,0.106569424,0.879922553
LOC101927636,-0.14510337,0.849157543
LOC100507437,0.711044128,0.012387583
LINC02172,0.029794407,0.981742601
FAM86EP,0.97788456,0.006247585
SCARNA13,-0.937524379,0.332309528
SNORA31B,-0.613012461,0.433122242
PCDHGA12,0.146689349,0.171454341
GUSBP3,0.585679574,0.005368918
C8orf88,0.146797703,0.606613741
SHLD3,-0.010884083,0.98072359
CCDC71L,-1.147388606,2.10E-13
STAU2-AS1,1.400279935,0.033359677
TMEM200B,-0.787980334,4.49E-09
PCDHGB6,0.126821433,0.484382289
SERPINE3,-0.128226335,0.744730866
RAD21-AS1,0.284656293,0.67160305
TUG1,0.115754995,0.165163242
TRNP1,-1.989098433,2.14E-67
PCDHGA5,-0.022811468,0.922312069
PCDHGA7,0.036895863,0.792393247
SLC10A5,0.640549424,0.480938743
LOC101929268,1.352071416,0.125122161
EIF5AL1,-0.152696484,0.296878533
LOC107986898,0.996572863,0.34213299
LINCR-0001,0.830612048,0.594061413
ZFHX4-AS1,0.321457746,0.649863293
ALG11,-0.12109238,0.518160914
MINCR,-0.35921076,0.252464274
ATXN7L3B,-0.011960796,0.901263761
PRKDC,0.057244837,0.603815404
PCDHGA6,0.13683208,0.466832318
OTUD6B-AS1,0.187473068,0.154510029
LNCOC1,1.369545568,0.030553656
LOC101928058,-1.824358866,0.359604332
PCDHGA8,-0.108847483,0.794923359
UTP14C,-0.012117764,0.904552896
LINC01151,0.424094082,0.668109991
ETV3L,0.731406453,0.361799651
LOC100507156,0.735871583,0.193265532
PCDHGA10,0.187766849,0.117407669
PCDHGA11,0.017855117,0.881773672
LOC154761,-0.50486637,0.033364998
PCDHGB2,-0.058244219,0.716434696
LOC105375666,-0.193578813,0.658202884
PCDHGB4,0.142023423,0.261220146
LOC285593,-0.40012227,0.647581639
CLDN23,0.028767263,0.918612973
LOC101926892,0.401907812,0.733556209
LOC101927752,0.402114805,0.004662893
ZNF260,0.462011909,0.000137488
LOC101927392,-0.462635927,0.775359886
LOC100507071,-0.598533765,0.195030812
LYN,-0.656082687,0.011990439
PINX1,-0.320450672,0.296315979
RBPMS-AS1,-1.010093794,0.001524031
PCDHGB7,0.128477386,0.27313089
LOC286178,1.893732664,0.095650419
NPIPB11,-0.12740291,0.455636081
PCDHGB1,0.145999447,0.427894491
LINC01933,-2.307419218,0.137374007
LOC105375624,-1.078574737,0.483420616
PCDHGA3,0.047302412,0.831302517
LOC101929415,-1.444877446,2.40E-07
LOC101927513,-0.402399854,0.644436515
LINC01111,-0.195547229,0.489543858
LOC101927815,0.989613034,0.080212679
NDST1-AS1,0.243908267,0.837385176
LOC101929719,-0.432945177,0.548893218
HOXA-AS3,0.726629339,0.630623514
RHPN1-AS1,0.464935372,0.754202742
AP5B1,-0.704498655,0.000804875
LOC105376114,0.526567396,0.112513563
LOC100506082,1.475416259,0.244309155
CHMP4A,0.226549293,0.654524708
FLJ20021,0.197717524,0.415133414
PABPC4L,0.583151462,0.148668864
CSNK2A3,0.161307681,0.379166728
LOC728975,-0.183377812,0.6661653
SMG1P6,-0.15099116,0.468753106
RTL1,-0.186248683,0.899256941
PKD1P5-LOC105376752,-0.31464213,0.011189783
FPGT,0.034268382,0.814210763
LOC101927702,-0.591502535,0.409349571
MEX3A,2.09922979,4.19E-10
CKLF-CMTM1,0.417304376,0.79555121
LOC692247,-2.276607547,0.228956674
SLC22A18AS,0.614796586,0.194242365
LOC100287896,0.224101304,0.438497429
GVINP1,-0.718459608,0.237908367
NPIPA2,-0.292537996,0.01313347
MPV17L2,-0.480883782,0.01258893
TMEM9B-AS1,-0.152633383,0.569709348
LOC105376671,1.567790232,0.228057686
SUGT1P4-STRA6LP,-0.054354933,0.937230267
BORCS8,0.261804839,0.152763988
SCARNA9,-0.406788265,0.68025676
LOC283299,-1.222353513,0.53208751
DPP3,-0.451075906,2.46E-05
STX16-NPEPL1,-0.761617332,0.290017965
ANKHD1-EIF4EBP3,-0.000615129,0.998991841
KRTAP5-9,0.828576113,0.574696507
BRK1,-0.051133607,0.559776762
LOC441601,1.060828794,0.329853745
LOC101928837,-1.214409599,0.109853808
CHMP1B,-0.173966524,0.126247648
STX17-AS1,1.50043635,0.193380852
EID3,-0.459745383,0.231156037
TOLLIP-AS1,0.622656762,0.33389855
SNHG9,0.214021761,0.559158189
MIR100HG,-0.00995482,0.927011822
ABCC6P2,0.752714437,0.085575131
WTAPP1,0.570276497,0.719987045
LOC171391,0.255779521,0.323973329
EID1,0.067534578,0.528012376
LOC105369391,0.812737051,0.509377494
LOC101928424,-0.658371249,0.447332747
NOX5,0.937352773,0.003728247
LOC101927708,-0.487383014,0.769590652
PCDHA3,-0.251567689,0.750929204
EBLN2,-0.108552821,0.831766044
LOC101929089,-0.685610566,0.694695732
LOC103611081,-0.349463302,0.018519041
LOC102724064,-0.000784493,0.998991278
UVRAG-DT,1.624563649,0.356862588
LOC101928069,-0.132031462,0.726597841
LOC100507144,0.884407358,0.259543971
NPIPB8,0.178469984,0.541767413
POLR2M,-0.078693455,0.494933257
LOC403312,-0.283327358,0.850736117
ZNF252P-AS1,0.995008311,0.153175381
FDXACB1,0.621923963,0.214485832
BRWD1-AS2,0.512494074,0.554968584
LOC651337,0.363954871,0.780826765
RAB44,2.067337926,0.174955561
PCDHB17P,0.731945849,0.477385949
SNHG1,0.198583523,0.097118796
AGAP2-AS1,0.051158133,0.912287865
MTRNR2L8,-0.050296726,0.853211736
TAS2R20,-0.02902891,0.9702885
PXN-AS1,1.377163132,0.025018097
DENND5B-AS1,0.087948537,0.788643562
LINC00346,0.834750789,0.099262013
CCND2-AS1,0.019252852,0.976906082
LINC02421,0.171781809,0.851900941
CYP2A6,0.882121447,0.120857024
MT1JP,-3.227100092,0.088545449
CTSO,-0.138371031,0.15791016
COA8,-0.096038347,0.561744446
TRAPPC2B,-0.093240967,0.746297246
DNAAF4,1.398451638,0.177397422
URB1-AS1,0.096001845,0.787424782
ZNF432,0.201167462,0.159962262
LINC01152,0.872191601,0.227463135
SMLR1,-0.388730144,0.771326167
LOC101928940,-2.22238585,0.150254111
ZNF10,0.639310511,0.000552865
ZNF486,0.079792981,0.661959951
SMIM3,-1.998700909,0.131731324
LINC02454,-0.254170564,0.509394714
HMBS,0.02693776,0.867536722
ZNF225,0.19149665,0.264801523
ABCC6P1,1.281565096,8.23E-05
ASIC5,2.369952873,0.247789024
TAS2R31,0.574398218,0.547726971
MRGPRF-AS1,0.312486682,0.403073068
POLG2,0.052561683,0.764797046
LOC100506691,-1.017483901,0.380757005
LINC02361,0.933270003,0.136375157
LOC374443,-0.050873546,0.854491758
CYP2B7P,0.352834092,0.522245926
MTRNR2L1,-0.281648146,0.76678206
ZBTB11-AS1,-0.05014927,0.904561276
LIMS4,-1.244818135,0.152429212
ZNF350,0.226871325,0.144908906
LOC105369332,-0.660053226,0.642188207
PGA5,1.449638246,0.034029368
ZNF253,0.366433639,0.111226627
LOC100130111,1.172685588,0.042312752
LOC105369340,-0.678167508,0.687785976
LIMS3,0.242568175,0.239666975
HP,-1.489485491,0.364165222
LOC100287837,-0.588597406,0.229618043
KIAA1147,0.39081901,0.001876557
LSM14A,-0.041616867,0.62349778
NHLRC4,-0.018247621,0.961919984
PGAM1P5,-2.44521496,0.010991095
TMPO-AS1,0.760945252,0.303720387
LOC100506606,0.118580102,0.821014281
GATC,-0.19108406,0.165678142
LINC02388,1.399684809,0.483737269
ZNF271P,0.006829382,0.944682859
LOC105369911,0.095270593,0.926895925
LOC101926933,0.260102086,0.73539669
LOC112268098,0.668791212,0.460353626
ZBED6,0.00477228,0.974814028
MGAM,-0.00689414,0.996728625
LOC283335,0.041907234,0.835616571
FNTB,0.33179503,0.119726529
CHURC1-FNTB,0.33179503,0.119726529
MIR3179-2,-0.140771811,0.83721161
LOC105369748,-0.341837981,0.486428089
OR7E47P,-0.6364928,0.002382003
HLX-AS1,0.629058773,0.257630112
ZNF625,-0.15745862,0.914343561
GALNT4,-0.078848946,0.876554673
LINC02356,1.840705522,0.248950093
PSMA3-AS1,0.15468886,0.21195489
LOC100506125,0.923241827,0.62179584
KRT7-AS,-1.119950531,0.35450086
LBX2-AS1,0.563569781,0.021542793
INAFM1,-0.086578366,0.662041297
CNPY2,-0.294680791,0.440306671
LINC01481,0.260145405,0.554842429
DDN-AS1,0.956461557,0.41845655
CUX1,-0.202271121,0.026204758
P2RX5-TAX1BP3,-0.77920919,0.299087331
LOC105369779,0.45005262,0.030534659
BCDIN3D-AS1,0.260886225,0.639830128
MAP1LC3B2,1.12608629,0.268420912
LOC613038,0.838861971,0.002360934
LOC101929162,1.369156221,0.17430439
LOC388242,0.786979212,0.006700472
LOC100506869,1.636774104,0.212858577
CHURC1,-0.12146841,0.174735468
VASH1-AS1,-0.308626256,0.550901763
C17orf49,0.662513149,0.350998276
LOC105369921,-0.241415528,0.864382993
RTEL1,0.534030809,0.430020292
PPT2-EGFL8,-0.272623414,0.72741896
ZNF578,0.343144702,0.452476743
PDF,-0.036647793,0.962742822
LINC00641,0.328581623,0.068597869
LOC107984660,2.556670595,0.001044704
LINC00640,1.882093556,0.091944071
SPESP1,-0.490728115,0.043495764
DIO3OS,-0.48568516,0.005083975
FRMD6-AS2,-0.231854911,0.860797344
BCL2L2-PABPN1,-0.574086347,0.434669813
TRIM34,0.797740255,0.55885539
LOC105370526,-0.4861073,0.615793702
LINC02308,1.109353241,0.075410307
LINC00638,0.333017131,0.313750197
SLC25A21-AS1,0.500916274,0.356863509
PRC1-AS1,0.677685962,0.632664528
LOC102724814,0.360476577,0.551793017
LOC112268124,0.020012347,0.953350343
HIF1A-AS1,-1.047346999,0.257676996
LINC02289,-1.036459767,0.574574316
MC1R,-0.371709746,0.174685878
CEP95,0.17149838,0.260004037
FOXN3-AS1,-0.025108637,0.946485444
LOC100288846,0.374886203,0.819382202
TUBB3,0.730066681,0.14343143
LOC101927418,-0.094436151,0.889007355
LINC00519,0.530454329,0.354075421
FPGT-TNNI3K,0.509570231,0.157984057
ACTN1-AS1,-0.089843395,0.913888262
LINC00517,-0.388400794,0.484630669
LOC102723809,0.145135194,0.833899972
LOC100506321,0.47386925,0.570518812
LINC00924,-3.238333446,0.167011348
ITGB3,-0.470316875,0.065938785
SLC35G6,1.050335783,0.565603138
USP3-AS1,0.63137538,0.420485469
ZNF710-AS1,-0.529391797,0.290880425
ZHX1-C8orf76,-1.774196915,0.352689357
INAFM2,-0.323867215,0.197176127
LOC101928988,-1.326741124,0.095868852
LOC400464,0.120645815,0.685014882
LOC105370854,1.663620678,0.182452997
CTXND1,1.580596342,0.202405694
LOC101929439,-0.003222556,0.9980624
LOC145694,-1.734263662,0.000315588
THTPA,0.43623157,0.045570663
ADNP-AS1,0.653958475,0.155031981
CPEB1-AS1,1.328285705,0.378226931
SORD2P,0.295130796,0.228576735
MRPL46,-0.064967526,0.779028626
UBE2Q2L,0.127214007,0.804271957
ANP32AP1,0.105913492,0.892276995
LOC101928414,0.798930958,0.156623989
LOC101927751,1.096071527,5.05E-06
LOC100128108,-0.098762745,0.715210163
IQCH-AS1,-0.944972742,7.36E-07
HSP90B2P,0.110431566,0.858499742
LOC100131315,0.633436584,0.01433936
CRTC3-AS1,2.557776643,0.105645713
LOC283710,-0.909498764,0.341559405
LOC103171574,0.836410477,0.083462426
LINC02126,2.410034725,0.218957719
LOC729652,0.205324826,0.903349452
LOC105371049,0.487916912,0.51890963
TGFBR3L,-0.654384036,0.309706524
HOXB7,-0.314001165,0.174110029
NORAD,-0.149915964,0.050123764
LCMT1-AS2,0.979129063,0.266644854
LOC101928728,-0.225225557,0.725582529
LOC105373383,0.109399981,0.865408736
MIR762HG,0.486640245,0.616749198
LOC101929224,2.105444202,0.164009048
LOC101927402,0.781047104,0.348585271
AOC4P,-0.464503161,0.273026304
ULK4P2,-0.285865857,0.445618141
LOC101928707,0.395254493,0.596547153
FRRS1L,1.064180952,0.000430927
KDM7A-DT,0.132451143,0.593488478
LINC02166,0.026203829,0.974901824
SNHG19,-0.252851287,0.280872293
PPIAP46,-0.52515006,0.547813526
LOC105371414,0.7967071,0.059641465
HEXA-AS1,1.396203037,0.297518987
LINC00562,-0.595686461,0.622440323
WBP11P1,-1.400025037,0.244031688
LOC105371184,0.117271627,0.920842602
LMF1-AS1,0.845859408,0.440191159
ATP2A1-AS1,0.348937769,0.80975057
NBAT1,2.487518082,0.000292085
C16orf95,-0.973348823,0.206371425
MT1L,-0.914051023,2.87E-05
LOC101927809,0.046422257,0.840799218
LINC00515,-0.207175633,0.879142103
STAM-AS1,0.897831306,0.070339146
SNAI3-AS1,0.853348029,0.018101966
LOC100505915,-0.087724101,0.860150333
LOC101928737,0.79983259,0.413226005
LOC106660606,-0.027314469,0.961180386
LOC440346,-0.450099793,0.835026123
LINC02280,2.308892468,0.146251584
SERTM2,-4.883579649,4.25E-05
LINC01963,-0.225950848,0.180491885
FBXL19-AS1,0.64608471,0.001422094
LINC01960,-0.769108114,0.372151913
LOC105371050,1.436724847,0.22239028
LINC01229,-0.598486943,0.486751003
ARLNC1,0.865312322,0.540809322
ADPGK-AS1,0.260955472,0.803047975
LINC00565,-1.368283105,0.010010159
CCPG1,-0.067593893,0.568392009
LOC103344931,-0.178604827,0.265945072
LINC00622,0.557299374,0.631265645
CAPN10-DT,0.27877073,0.314173628
LOC105371046,-0.195252806,0.919096129
LINC01572,0.448275494,0.717104297
LINC02544,1.46426169,0.400075613
WFDC21P,-0.055024014,0.905910428
SULT1A3,-0.032461193,0.916341711
LMO7-AS1,-0.127728223,0.711230245
TMEM178B,-0.438982582,0.260040909
LINC02473,3.109196069,0.00141565
RBFADN,0.279180863,0.54602027
LOC105370941,0.671486131,0.061161035
ZNF865,0.106872499,0.451917256
GOLGA8T,0.197944295,0.494542618
LOC100287036,-0.164995976,0.884176109
ULK4P1,-0.56130711,0.338891684
ATP2C2-AS1,0.307922572,0.793195901
FIGNL2,0.54725381,0.658378677
LOC105274304,0.480167969,0.695661369
MANEA-DT,0.420393138,0.353447889
VPS9D1-AS1,-0.711965353,0.111753046
MAFTRR,0.256787617,0.796329968
TEN1-CDK3,0.025328747,0.972337215
TMEM202-AS1,0.074349771,0.885192609
LINC01003,-0.100713909,0.726588286
LINC01686,0.464783476,0.626164877
TP53TG3B,0.503886832,0.717616982
SMG1P7,0.270530402,0.144977215
GAN,-0.407570856,0.01635283
C15orf65,0.607161346,0.183388741
HIST2H2BC,-0.16694945,0.410203266
CLCA4-AS1,-0.102255544,0.857829608
GOLGA8S,-0.077849151,0.791064275
BOLA2-SMG1P6,-0.374503363,0.579696006
LINC00922,0.668763035,0.489993303
LOC100128882,1.488652002,0.187751966
LOC100507334,1.036882812,0.027937016
LOC100506083,-0.344887232,0.7637631
GOLGA8H,0.050150573,0.868484565
LOXL1-AS1,0.686630415,3.80E-06
LINC00662,0.27913566,0.112946008
LOC730183,0.787112037,0.300695284
LOC400627,-0.899939058,0.538846806
PCDHGA9,-0.039665008,0.844406601
LOC101927727,-0.281358636,0.861237717
LOC105371592,1.542941208,0.357779947
LINC02185,2.670834007,0.020248301
LINC02175,-0.058043295,0.905886743
OCLM,0.047877326,0.956883951
LOC102724927,-0.331809042,0.311318636
LINC01978,-1.114325853,0.511251923
PCDHGB3,0.194986907,0.243960213
LOC100130370,-0.803010297,0.43300015
CORO7,-0.740397931,0.046655459
